"","genus","species"
"1729","Aethomys","stannarius"
"1730","Aethomys","thomasi"
"1731","Anisomys","imitator"
"1732","Anonymomys","mindorensis"
"1733","Apodemus","agrarius"
"1734","Apodemus","alpicola"
"1735","Apodemus","argenteus"
"1736","Apodemus","arianus"
"1737","Apodemus","chevrieri"
"1738","Apodemus","draco"
"1739","Apodemus","flavicollis"
"1740","Apodemus","fulvipectus"
"1741","Apodemus","gurkha"
"1742","Apodemus","hermonensis"
"1743","Apodemus","hyrcanicus"
"1744","Apodemus","latronum"
"1745","Apodemus","mystacinus"
"1746","Apodemus","peninsulae"
"1747","Apodemus","ponticus"
"1748","Apodemus","rusiges"
"1749","Apodemus","semotus"
"1750","Apodemus","speciosus"
"1751","Apodemus","sylvaticus"
"1752","Apodemus","uralensis"
"1753","Apomys","abrae"
"1754","Apomys","camiguinensis"
"1755","Apomys","datae"
"1756","Apomys","hylocoetes"
"1757","Apomys","insignis"
"1758","Apomys","littoralis"
"1759","Apomys","microdon"
"1760","Apomys","musculus"
"1761","Apomys","sacobianus"
"1762","Archboldomys","luzonensis"
"1763","Archboldomys","musseri"
"1764","Arvicanthis","abyssinicus"
"1765","Arvicanthis","blicki"
"1766","Arvicanthis","nairobae"
"1767","Arvicanthis","neumanni"
"1768","Arvicanthis","niloticus"
"1769","Baiyankamys","habbema"
"1770","Baiyankamys","shawmayeri"
"1771","Bandicota","bengalensis"
"1772","Bandicota","indica"
"1773","Bandicota","savilei"
"1774","Batomys","dentatus"
"1775","Batomys","granti"
"1776","Batomys","salomonseni"
"1777","Berylmys","berdmorei"
"1778","Berylmys","bowersi"
"1779","Berylmys","mackenziei"
"1780","Berylmys","manipulus"
"1781","Bullimus","bagobus"
"1782","Bullimus","luzonicus"
"1783","Bunomys","andrewsi"
"1784","Bunomys","chrysocomus"
"1785","Bunomys","coelestis"
"1786","Bunomys","fratrorum"
"1787","Bunomys","heinrichi"
"1788","Bunomys","penitus"
"1789","Bunomys","prolatus"
"1790","Carpomys","melanurus"
"1791","Carpomys","phaeurus"
"1792","Chiromyscus","chiropus"
"1793","Chiropodomys","calamianensis"
"1794","Chiropodomys","gliroides"
"1795","Chiropodomys","karlkoopmani"
"1796","Chiropodomys","major"
"1797","Chiropodomys","muroides"
"1798","Chiropodomys","pusillus"
"1799","Chiropodomys","maximus"
"1800","Chiropodomys","primitivus"
"1801","Chiruromys","forbesi"
"1802","Chiruromys","lamia"
"1803","Chiruromys","vates"
"1804","Chrotomys","gonzalesi"
"1805","Chrotomys","mindorensis"
"1806","Chrotomys","sibuyanensis"
"1807","Chrotomys","silaceus"
"1808","Chrotomys","whiteheadi"
"1809","Coccymys","albidens"
"1810","Coccymys","ruemmleri"
"1811","Colomys","goslingi"
"1812","Conilurus","albipes"
"1813","Conilurus","penicillatus"
"1814","Coryphomys","buehleri"
"1815","Crateromys","australis"
"1816","Crateromys","heaneyi"
"1817","Crateromys","paulus"
"1818","Crateromys","schadenbergi"
"1819","Cremnomys","cutchicus"
"1820","Cremnomys","elvira"
"1821","Crossomys","moncktoni"
"1822","Crunomys","celebensis"
"1823","Crunomys","fallax"
"1824","Crunomys","melanius"
"1825","Crunomys","suncoides"
"1826","Dacnomys","millardi"
"1827","Dasymys","alleni"
"1828","Dasymys","cabrali"
"1829","Dasymys","foxi"
"1830","Dasymys","incomtus"
"1831","Dasymys","montanus"
"1832","Dasymys","nudipes"
"1833","Dasymys","rufulus"
"1834","Dasymys","rwandae"
"1835","Dasymys","sua"
"1836","Dephomys","defua"
"1837","Dephomys","eburneae"
"1838","Desmomys","harringtoni"
"1839","Desmomys","yaldeni"
"1840","Diomys","crumpi"
"1841","Diplothrix","legata"
"1842","Echiothrix","centrosa"
"1843","Echiothrix","leucura"
"1844","Eropeplus","canus"
"1845","Golunda","ellioti"
"1846","Grammomys","aridulus"
"1847","Grammomys","buntingi"
"1848","Grammomys","caniceps"
"1849","Grammomys","cometes"
"1850","Grammomys","dolichurus"
"1851","Grammomys","dryas"
"1852","Grammomys","gigas"
"1853","Grammomys","ibeanus"
"1854","Grammomys","kuru"
"1855","Grammomys","macmillani"
"1856","Grammomys","minnae"
"1857","Grammomys","poensis"
"1858","Hadromys","humei"
"1859","Hadromys","yunnanensis"
"1860","Haeromys","margarettae"
"1861","Haeromys","minahassae"
"1862","Haeromys","pusillus"
"1863","Hapalomys","delacouri"
"1864","Hapalomys","longicaudatus"
"1865","Heimyscus","fumosus"
"1866","Hybomys","badius"
"1867","Hybomys","basilii"
"1868","Hybomys","lunaris"
"1869","Hybomys","planifrons"
"1870","Hybomys","trivirgatus"
"1871","Hybomys","univittatus"
"1872","Hydromys","chrysogaster"
"1873","Hylomyscus","aeta"
"1874","Hylomyscus","alleni"
"1875","Hylomyscus","baeri"
"1876","Hylomyscus","carillus"
"1877","Hylomyscus","denniae"
"1878","Hylomyscus","grandis"
"1879","Hylomyscus","parvus"
"1880","Hylomyscus","stella"
"1881","Hyomys","dammermani"
"1882","Hyomys","goliath"
"1883","Kadarsanomys","sodyi"
"1884","Komodomys","rintjanus"
"1885","Lamottemys","okuensis"
"1886","Leggadina","forresti"
"1887","Leggadina","lakedownensis"
"1888","Lemniscomys","barbarus"
"1889","Lemniscomys","bellieri"
"1890","Lemniscomys","griselda"
"1891","Lemniscomys","hoogstraali"
"1892","Lemniscomys","linulus"
"1893","Lemniscomys","macculus"
"1894","Lemniscomys","mittendorfi"
"1895","Lemniscomys","rosalia"
"1896","Lemniscomys","roseveari"
"1897","Lemniscomys","striatus"
"1898","Lemniscomys","zebra"
"1899","Lenomys","meyeri"
"1900","Lenothrix","canus"
"1901","Leopoldamys","ciliatus"
"1902","Leopoldamys","edwardsi"
"1903","Leopoldamys","milleti"
"1904","Leopoldamys","neilli"
"1905","Leopoldamys","sabanus"
"1906","Leopoldamys","siporanus"
"1907","Leporillus","apicalis"
"1908","Leporillus","conditor"
"1909","Leptomys","elegans"
"1910","Leptomys","ernstmayri"
"1911","Leptomys","signatus"
"1912","Limnomys","bryophilus"
"1913","Limnomys","sibuanus"
"1914","Lorentzimys","nouhuysi"
"1915","Macruromys","elegans"
"1916","Macruromys","major"
"1917","Madromys","blanfordi"
"1918","Malacomys","cansdalei"
"1919","Malacomys","edwardsi"
"1920","Malacomys","longipes"
"1921","Mallomys","aroaensis"
"1922","Mallomys","gunung"
"1923","Mallomys","istapantap"
"1924","Mallomys","rothschildi"
"1925","Mammelomys","lanosus"
"1926","Mammelomys","rattoides"
"1927","Margaretamys","beccarii"
"1928","Margaretamys","elegans"
"1929","Margaretamys","parvus"
"1930","Mastomys","awashensis"
"1931","Mastomys","coucha"
"1932","Mastomys","erythroleucus"
"1933","Mastomys","huberti"
"1934","Mastomys","kollmannspergeri"
"1935","Mastomys","natalensis"
"1936","Mastomys","pernanus"
"1937","Mastomys","shortridgei"
"1938","Maxomys","alticola"
"1939","Maxomys","baeodon"
"1940","Maxomys","bartelsii"
"1941","Maxomys","dollmani"
"1942","Maxomys","hellwaldii"
"1943","Maxomys","hylomyoides"
"1944","Maxomys","inas"
"1945","Maxomys","inflatus"
"1946","Maxomys","moi"
"1947","Maxomys","musschenbroekii"
"1948","Maxomys","ochraceiventer"
"1949","Maxomys","pagensis"
"1950","Maxomys","panglima"
"1951","Maxomys","rajah"
"1952","Maxomys","surifer"
"1953","Maxomys","wattsi"
"1954","Maxomys","whiteheadi"
"1955","Melasmothrix","naso"
"1956","Melomys","aerosus"
"1957","Melomys","arcium"
"1958","Melomys","bannisteri"
"1959","Melomys","bougainville"
"1960","Melomys","burtoni"
"1961","Melomys","capensis"
"1962","Melomys","caurinus"
"1963","Melomys","cervinipes"
"1964","Melomys","cooperae"
"1965","Melomys","dollmani"
"1966","Melomys","fraterculus"
"1967","Melomys","frigicola"
"1968","Melomys","fulgens"
"1969","Melomys","howi"
"1970","Melomys","leucogaster"
"1971","Melomys","lutillus"
"1972","Melomys","matambuai"
"1973","Melomys","obiensis"
"1974","Melomys","paveli"
"1975","Melomys","rubicola"
"1976","Melomys","rufescens"
"1977","Melomys","spechti"
"1978","Melomys","talaudium"
"1979","Mesembriomys","gouldii"
"1980","Micaelamys","granti"
"1981","Micaelamys","namaquensis"
"1982","Microhydromys","musseri"
"1983","Microhydromys","richardsoni"
"1984","Micromys","minutus"
"1985","Millardia","gleadowi"
"1986","Millardia","kathleenae"
"1987","Millardia","kondana"
"1988","Millardia","meltada"
"1989","Muriculus","imberbis"
"1990","Mus","platythrix"
"1991","Mus","saxicola"
"1992","Mus","phillipsi"
"1993","Mus","shortridgei"
"1994","Mus","fernandoni"
"1995","Mus","mayori"
"1996","Mus","pahari"
"1997","Mus","crociduroides"
"1998","Mus","vulcani"
"1999","Mus","famulus"
"2000","Mus","caroli"
"2001","Mus","cervicolor"
"2002","Mus","cookii"
"2003","Mus","crypriacus"
"2004","Mus","booduga"
"2005","Mus","terricolor"
"2006","Mus","musculus"
"2007","Mus","spretus"
"2008","Mus","macedonicus"
"2009","Mus","spicilegus"
"2010","Mus","fragilicauda"
"2011","Mus","haussa"
"2012","Mus","mattheyi"
"2013","Mus","indutus"
"2014","Mus","setzeri"
"2015","Mus","musculoides"
"2016","Mus","minutoides"
"2017","Mus","orangiae"
"2018","Mus","mahomet"
"2019","Mus","sorella"
"2020","Mus","neavei"
"2021","Mus","oubanguii"
"2022","Mus","goundae"
"2023","Mus","baoulei"
"2024","Mylomys","dybowskii"
"2025","Mylomys","rex"
"2026","Myomyscus","angolensis"
"2027","Myomyscus","brockmani"
"2028","Myomyscus","verreauxii"
"2029","Myomyscus","yemeni"
"2030","Nesokia","bunnii"
"2031","Nesokia","indica"
"2032","Nesoromys","ceramicus"
"2033","Nilopegamys","plumbeus"
"2034","Niviventer","andersoni"
"2035","Niviventer","brahma"
"2036","Niviventer","cameroni"
"2037","Niviventer","confucianus"
"2038","Niviventer","coninga"
"2039","Niviventer","cremoriventer"
"2040","Niviventer","culturatus"
"2041","Niviventer","eha"
"2042","Niviventer","excelsior"
"2043","Niviventer","fraternus"
"2044","Niviventer","fulvescens"
"2045","Niviventer","hinpoon"
"2046","Niviventer","langbianis"
"2047","Niviventer","lepturus"
"2048","Niviventer","niviventer"
"2049","Niviventer","rapit"
"2050","Niviventer","tenaster"
"2051","Notomys","alexis"
"2052","Notomys","amplus"
"2053","Notomys","aquillo"
"2054","Notomys","cervinus"
"2055","Notomys","fuscus"
"2056","Notomys","mitchellii"
"2057","Notomys","longicaudatus"
"2058","Notomys","macrotis"
"2059","Notomys","mordax"
"2060","Oenomys","hypoxanthus"
"2061","Oenomys","ornatus"
"2062","Oenomys","tiercelini"
"2063","Palawanomys","furvus"
"2064","Papagomys","armandvillei"
"2065","Parahydromys","asper"
"2066","Paraleptomys","rufilatus"
"2067","Paraleptomys","wilhelmina"
"2068","Paramelomys","gressitti"
"2069","Paramelomys","levipes"
"2070","Paramelomys","lorentzii"
"2071","Paramelomys","mollis"
"2072","Paramelomys","moncktoni"
"2073","Paramelomys","naso"
"2074","Paramelomys","platyops"
"2075","Paramelomys","rubex"
"2076","Paramelomys","steini"
"2077","Paruromys","dominator"
"2078","Paulamys","naso"
"2079","Pelomys","campanae"
"2080","Pelomys","fallax"
"2081","Pelomys","hopkinsi"
"2082","Pelomys","isseli"
"2083","Pelomys","minor"
"2084","Phloeomys","cumingi"
"2085","Phloeomys","pallidus"
"2086","Pithecheir","melanurus"
"2087","Pithecheir","parvus"
"2088","Pithecheirops","otion"
"2089","Pogonomelomys","bruijni"
"2090","Pogonomelomys","mayeri"
"2091","Pogonomys","championi"
"2092","Pogonomys","fergussoniensis"
"2093","Pogonomys","loriae"
"2094","Pogonomys","macrourus"
"2095","Pogonomys","sylvestris"
"2096","Praomys","daltoni"
"2097","Praomys","degraaffi"
"2098","Praomys","delectorum"
"2099","Praomys","derooi"
"2100","Praomys","hartwigi"
"2101","Praomys","jacksoni"
"2102","Praomys","lukolelae"
"2103","Praomys","minor"
"2104","Praomys","misonnei"
"2105","Praomys","morio"
"2106","Praomys","mutoni"
"2107","Praomys","obscurus"
"2108","Praomys","petteri"
"2109","Praomys","rostratus"
"2110","Praomys","tullbergi"
"2111","Praomys","verschureni"
"2112","Protochromys","fellowsi"
"2113","Pseudohydromys","ellermani"
"2114","Pseudohydromys","fuscus"
"2115","Pseudohydromys","murinus"
"2116","Pseudohydromys","occidentalis"
"2117","Pseudomys","albocinereus"
"2118","Pseudomys","apodemoides"
"2119","Pseudomys","australis"
"2120","Pseudomys","bolami"
"2121","Pseudomys","chapmani"
"2122","Pseudomys","delicatulus"
"2123","Pseudomys","desertor"
"2124","Pseudomys","fieldi"
"2125","Pseudomys","fumeus"
"2126","Pseudomys","glaucus"
"2127","Pseudomys","gouldii"
"2128","Pseudomys","gracilicaudatus"
"2129","Pseudomys","hermannsburgensis"
"2130","Pseudomys","higginsi"
"2131","Pseudomys","johnsoni"
"2132","Pseudomys","laborifex"
"2133","Pseudomys","nanus"
"2134","Pseudomys","novaehollandiae"
"2135","Pseudomys","occidentalis"
"2136","Pseudomys","oralis"
"2137","Pseudomys","patrius"
"2138","Pseudomys","pilligaensis"
"2139","Pseudomys","praeconis"
"2140","Pseudomys","shortridgei"
"2141","Rattus","adustus"
"2142","Rattus","annandalei"
"2143","Rattus","argentiventer"
"2144","Rattus","baluensis"
"2145","Rattus","bontanus"
"2146","Rattus","burrus"
"2147","Rattus","colletti"
"2148","Rattus","elaphinus"
"2149","Rattus","enganus"
"2150","Rattus","everetti"
"2151","Rattus","exulans"
"2152","Rattus","feliceus"
"2153","Rattus","foramineus"
"2154","Rattus","fuscipes"
"2155","Rattus","giluwensis"
"2156","Rattus","hainaldi"
"2157","Rattus","hoffmani"
"2158","Rattus","hoogerwerfi"
"2159","Rattus","jobiensis"
"2160","Rattus","koopmani"
"2161","Rattus","korinchi"
"2162","Rattus","leucopus"
"2163","Rattus","losea"
"2164","Rattus","lugens"
"2165","Rattus","lutreolus"
"2166","Rattus","macleari"
"2167","Rattus","marmosurus"
"2168","Rattus","mindorensis"
"2169","Rattus","mollicomulus"
"2170","Rattus","montanus"
"2171","Rattus","mordax"
"2172","Rattus","morotaiensis"
"2173","Rattus","nativitatis"
"2174","Rattus","nitidus"
"2175","Rattus","norvegicus"
"2176","Rattus","novaeguineae"
"2177","Rattus","osgoodi"
"2178","Rattus","palmarum"
"2179","Rattus","pelurus"
"2180","Rattus","praetor"
"2181","Rattus","ranjiniae"
"2182","Rattus","rattus"
"2183","Rattus","sanila"
"2184","Rattus","sikkimensis"
"2185","Rattus","simalurensis"
"2186","Rattus","sordidus"
"2187","Rattus","steini"
"2188","Rattus","stoicus"
"2189","Rattus","tanezumi"
"2190","Rattus","tawitawiensis"
"2191","Rattus","timorensis"
"2192","Rattus","tiomanicus"
"2193","Rattus","tunneyi"
"2194","Rattus","turkestanicus"
"2195","Rattus","villosissimus"
"2196","Rattus","xanthurus"
"2197","Rhabdomys","dilectus"
"2198","Rhabdomys","pumilio"
"2199","Rhynchomys","isarogensis"
"2200","Rhynchomys","soricoides"
"2201","Saxatilomys","paulinae"
"2202","Solomys","ponceleti"
"2203","Solomys","salamonis"
"2204","Solomys","salebrosus"
"2205","Solomys","sapientis"
"2206","Solomys","spriggsarum"
"2207","Sommeromys","macrorhinos"
"2208","Spelaeomys","florensis"
"2209","Srilankamys","ohiensis"
"2210","Stenocephalemys","albipes"
"2211","Stenocephalemys","albocaudata"
"2212","Stenocephalemys","griseicauda"
"2213","Stenocephalemys","ruppi"
"2214","Stochomys","longicaudatus"
"2215","Sundamys","infraluteus"
"2216","Sundamys","maxi"
"2217","Sundamys","muelleri"
"2218","Taeromys","arcuatus"
"2219","Taeromys","callitrichus"
"2220","Taeromys","celebensis"
"2221","Taeromys","hamatus"
"2222","Taeromys","microbullatus"
"2223","Taeromys","punicans"
"2224","Taeromys","taerae"
"2225","Tarsomys","apoensis"
"2226","Tarsomys","echinatus"
"2227","Tateomys","macrocercus"
"2228","Tateomys","rhinogradoides"
"2229","Thallomys","loringi"
"2230","Thallomys","nigricauda"
"2231","Thallomys","paedulcus"
"2232","Thallomys","shortridgei"
"2233","Thamnomys","kempi"
"2234","Thamnomys","venustus"
"2235","Thamnomys","rutilans"
"2236","Tokudaia","muenninki"
"2237","Tokudaia","osimensis"
"2238","Tonkinomys","daovantieni"
"2239","Tryphomys","adustus"
"2240","Uromys","anak"
"2241","Uromys","caudimaculatus"
"2242","Uromys","hadrourus"
"2243","Uromys","imperator"
"2244","Uromys","neobritanicus"
"2245","Uromys","porculus"
"2246","Uromys","rex"
"2247","Vandeleuria","nilagirica"
"2248","Vandeleuria","nolthenii"
"2249","Vandeleuria","oleracea"
"2250","Vernaya","fulva"
"2251","Vernaya","prefulva"
"2252","Vernaya","pristina"
"2253","Vernaya","giganta"
"2254","Vernaya","wushanica"
"2255","Xeromys","myoides"
"2256","Zelotomys","hildegardeae"
"2257","Zelotomys","woosnami"
"2258","Zyzomys","argurus"
"2259","Zyzomys","maini"
"2260","Zyzomys","palatilis"
"2261","Zyzomys","penduculatus"
"2262","Zyzomys","woodwardi"
"2263","tenodactylus","gundi|C."
"2264","tenodactylus","vali|C."
"2265","elou","gundi]],"
"2266","azab","gundi]],"
"2267","ectinator","spekei|P."
"2268","aotian","rock"
"2269","athyergus","janetta]]''"
"2270","athyergus","suillus]]''"
"2271","ryptomys","bocagei]]''"
"2272","ryptomys","damarensis]]''"
"2273","ryptomys","foxi]]''"
"2274","ryptomys","hottentotus]]''"
"2275","ryptomys","mechowi]]''"
"2276","ryptomys","ochraceocinereus]]''"
"2277","ryptomys","zechi]]''"
"2278","ukomys","amatus]]''"
"2279","ukomys","anselli]]''"
"2280","ukomys","bocagei]]''"
"2281","ukomys","damarensis]]''"
"2282","ukomys","darlingi]]''"
"2283","ukomys","foxi]]''"
"2284","ukomys","ilariae]]''"
"2285","ukomys","kafuensis]]''"
"2286","ukomys","mechowii]]''"
"2287","ukomys","micklemi]]''"
"2288","ukomys","occlusus]]''"
"2289","ukomys","ochraceocinereus]]''"
"2290","ukomys","whytei]]''"
"2291","ukomys","zechi]]''"
"2292","eorychus","capensis]]''"
"2293","eliophobius","argenteocinereus]]''"
"2294","eterocephalus","glaber]]''"
"2295","frican","brush-tailed"
"2296","siatic","brush-tailed"
"2297","ystrix","crassispinis|H."
"2298","hilippine","porcupine]],"
"2299","umatran","porcupine]],"
"2300","alayan","porcupine]],"
"2301","unda","porcupine]],"
"2302","ape","porcupine]],"
"2303","rested","porcupine]],"
"2304","ndian","porcupine]],"
"2305","richys","fasciculata|T."
"2306","assie","rat]],"
"2307","esser","cane"
"2308","reater","cane"
"2309","haetomys","subspinosus|C."
"2310","oendou","bicolor|C."
"2311","lack","dwarf"
"2312","razilian","porcupine]]"
"2313","oendou","rothschildi|C."
"2314","chinoprocta","rufescens|E."
"2315","rethizon","dorsatum|E."
"2316","treaked","dwarf"
"2317","ahia","porcupine]]"
"2318","phiggurus","melanurus|S."
"2319","exican","hairy"
"2320","rosted","hairy"
"2321","phiggurus","roosmalenorum|S."
"2322","araguaian","hairy"
"2323","rown","hairy"
"2324","phiggurus","villosus|S."
"2325","hinchilla","brevicaudata|C."
"2326","hinchilla","lanigera|C."
"2327","orthern","viscacha]],"
"2328","outhern","viscacha]],"
"2329","agidium","wolffsohni|L."
"2330","lains","viscacha]],"
"2331","inomys","branickii|D."
"2332","razilian","guinea"
"2333","hiny","guinea"
"2334","avia","intermedia|C."
"2335","reater","guinea"
"2336","omestic","guinea"
"2337","ontane","guinea"
"2338","alea","flavidens|G."
"2339","ommon","yellow-toothed"
"2340","alea","spixii|G."
"2341","outhern","mountain"
"2342","ndean","mountain"
"2343","icrocavia","shiptoni|M."
"2344","atagonian","mara]],"
"2345","hacoan","mara]],"
"2346","ydrochoerus","hydrochaeris|H."
"2347","ock","cavy]],"
"2348","crobatic","cavy]],"
"2349","asyprocta","azarae|D.azarae]]''"
"2350","oiban","agouti]],"
"2351","rested","agouti]],"
"2352","lack","agouti]],"
"2353","rinoco","agouti]],"
"2354","alinowski","agouti]],"
"2355","asyprocta","leporina|D."
"2356","exican","agouti]],"
"2357","asyprocta","prymnolopha|D."
"2358","asyprocta","punctata|D."
"2359","asyprocta","ruatanica|D."
"2360","reen","acouchi]],"
"2361","ed","acouchi]],"
"2362","owland","paca]],"
"2363","ountain","paca]],"
"2364","rgentine","tuco-tuco]],"
"2365","outhern","tuco-tuco]],"
"2366","tenomys","azarae|C."
"2367","olivian","tuco-tuco]],"
"2368","tenomys","bonettoi|C."
"2369","razilian","tuco-tuco]],"
"2370","tenomys","colburni|C."
"2371","tenomys","conoveri|C."
"2372","hacoan","tuco-tuco]],"
"2373","tenomys","emilianus|C."
"2374","eddish","tuco-tuco]],"
"2375","awny","tuco-tuco]],"
"2376","tenomys","haigi|C."
"2377","atamarca","tuco-tuco]],"
"2378","ottled","tuco-tuco]],"
"2379","tenomys","leucodon|C."
"2380","tenomys","lewisi|C."
"2381","agellanic","tuco-tuco]],"
"2382","aule","tuco-tuco]],"
"2383","endoza","tuco-tuco]],"
"2384","iny","tuco-tuco]],"
"2385","tenomys","nattereri|C."
"2386","urtive","tuco-tuco]],"
"2387","ighland","tuco-tuco]],"
"2388","tenomys","pearsoni|C."
"2389","oya","tuco-tuco]],"
"2390","eruvian","tuco-tuco]],"
"2391","tenomys","pontifex|C."
"2392","tenomys","porteousi|C."
"2393","tenomys","rionegrensis|C."
"2394","alta","tuco-tuco]],"
"2395","ilky","tuco-tuco]],"
"2396","ocial","tuco-tuco]],"
"2397","tenomys","steinbachi|C."
"2398","alas","tuco-tuco]],"
"2399","ollared","tuco-tuco]],"
"2400","obust","tuco-tuco]],"
"2401","ucuman","tuco-tuco]],"
"2402","trong","tuco-tuco]],"
"2403","hilean","rock"
"2404","conaemys","porteri]]''"
"2405","conaemys","sagei|A."
"2406","ctodon","bridgesi|O."
"2407","ctodon","degus|O."
"2408","ctodon","lunatus|O."
"2409","ctodon","pacificus|O."
"2410","ountain","degu]],"
"2411","ountain","viscacha-rat]],"
"2412","olden","viscacha-rat]],"
"2413","alinoctomys","loschalchalerosorum|S."
"2414","palacopus","cyanus|S."
"2415","lains","viscacha-rat]]"
"2416","brocoma","bennettii|A."
"2417","olivian","chinchilla"
"2418","brocoma","budini|A."
"2419","shy","chinchilla"
"2420","amatina","chinchilla"
"2421","brocoma","schistacea]]''"
"2422","spallata","chinchilla"
"2423","brocoma","vaccarum|A."
"2424","uscomys","ashanika]]''"
"2425","actylomys","boliviensis]]''"
"2426","actylomys","dactylinus]]''"
"2427","actylomys","peruanus]]''"
"2428","annabateomys","amblyonyx]]''"
"2429","lallamys","albicauda]]''"
"2430","lallamys","edax]]''"
"2431","allistomys","pictus]]''"
"2432","iplomys","caniceps]]''"
"2433","iplomys","labilis]]''"
"2434","iplomys","rufodorsalis]]''"
"2435","chimys","chrysurus]]''"
"2436","chimys","pictus]]''"
"2437","chimys","saturnus]]''"
"2438","sothrix","barbarabrownae]]''"
"2439","sothrix","bistriata]]''"
"2440","sothrix","negrensis]]''"
"2441","sothrix","pagurus]]''"
"2442","sothrix","sinnamariensis]]''"
"2443","akalata","didelphoides]]''"
"2444","akalata","occasius]]''"
"2445","akalata","rhipidura]]''"
"2446","attonomys","occasius]]''"
"2447","attonomys","semivillosus]]''"
"2448","hyllomys","blainvilii]]''"
"2449","hyllomys","brasiliensis]]''"
"2450","hyllomys","dasythrix]]''"
"2451","hyllomys","kerri]]''"
"2452","hyllomys","lamarum]]''"
"2453","hyllomys","lundi]]''"
"2454","hyllomys","mantiqueirensis]]''"
"2455","hyllomys","medius]]''"
"2456","hyllomys","nigrispinus]]''"
"2457","hyllomys","pattoni]]''"
"2458","hyllomys","thomasi]]''"
"2459","hyllomys","unicolor]]''"
"2460","antamartamys","rufodorsalis]]''"
"2461","oromys","grandis]]''"
"2462","arterodon","sulcidens]]''"
"2463","lyomys","bishopi]]''"
"2464","lyomys","laticeps]]''"
"2465","uryzygomatomys","spinosus]]''"
"2466","onchothrix","emiliae]]''"
"2467","esomys","hispidus]]''"
"2468","esomys","leniceps]]''"
"2469","esomys","occultus]]''"
"2470","esomys","stimulax]]''"
"2471","roechimys","amphichoricus]]''"
"2472","roechimys","brevicauda]]''"
"2473","roechimys","canicollis]]''"
"2474","roechimys","cayennensis]]''"
"2475","roechimys","chrysaeolus]]''"
"2476","roechimys","cuvieri]]''"
"2477","roechimys","decumanus]]''"
"2478","roechimys","echinothrix]]''"
"2479","roechimys","gardneri]]''"
"2480","roechimys","goeldii]]''"
"2481","roechimys","guairae]]''"
"2482","roechimys","guyannensis]]''"
"2483","roechimys","hoplomyoides]]''"
"2484","roechimys","kulinae]]''"
"2485","roechimys","longicaudatus]]''"
"2486","roechimys","magdalenae]]''"
"2487","roechimys","mincae]]''"
"2488","roechimys","myosuros]]''"
"2489","roechimys","oconnelli]]''"
"2490","roechimys","oris]]''"
"2491","roechimys","pattoni]]''"
"2492","roechimys","poliopus]]''"
"2493","roechimys","quadruplicatus]]''"
"2494","roechimys","roberti]]''"
"2495","roechimys","semispinosus]]''"
"2496","roechimys","simonsi]]''"
"2497","roechimys","steerei]]''"
"2498","roechimys","trinitatus]]''"
"2499","roechimys","urichi]]''"
"2500","hrichomys","apereoides]]''"
"2501","hrichomys","pachyurus]]''"
"2502","rinomys","albispinus]]''"
"2503","rinomys","dimidiatus]]''"
"2504","rinomys","eliasi]]''"
"2505","rinomys","gratiosus]]''"
"2506","rinomys","iheringi]]''"
"2507","rinomys","mirapitanga]]''"
"2508","rinomys","moojeni]]''"
"2509","rinomys","myosuros]]''"
"2510","rinomys","paratus]]''"
"2511","rinomys","setosus]]''"
"2512","rinomys","yonenagae]]''"
"2513","uertoricomys","corozalus]]''"
"2514","eteropsomys","antillensis]]''"
"2515","eteropsomys","insulans]]''"
"2516","rotomys","contractus]]''"
"2517","rotomys","voratus]]''"
"2518","oromys","offella]]''"
"2519","oromys","torrei]]''"
"2520","apromys","gundlachianus]]''"
"2521","apromys","pilorides]]''"
"2522","esocapromys","angelcabrerai]]''"
"2523","esocapromys","auritus]]''"
"2524","esocapromys","melanurus]]''"
"2525","esocapromys","nanus]]''"
"2526","esocapromys","sanfelipensis]]''"
"2527","ysateles","garridoi]]''"
"2528","ysateles","gundlachi]]''"
"2529","ysateles","meridionalis]]''"
"2530","ysateles","prehensilis]]''"
"2531","eocapromys","brownii]]''"
"2532","eocapromys","columbianus]]''"
"2533","eocapromys","ingrahami]]''"
"2534","eocapromys","megas]]''"
"2535","eocapromys","pleistocenicus]]''"
"2536","eocapromys","thoracatus]]''"
"2537","lagiodontia","aedium]]''"
"2538","lagiodontia","araeum]]''"
"2539","lagiodontia","ipnaeum]]''"
"2540","hizoplagiodontia","lemkei]]''"
"2541","solobodon","montanus]]''"
"2542","solobodon","portoricensis]]''"
"2543","exolobodon","phenax]]''"
"2544","lidomys","osborni]]''"
"2545","lasmodontomys","obliquus]]''"
"2546","uemisia","gravis]]''"
"2547","mblyrhiza","inundata]]''"
"2548","yocastor","coypus]]''"
"2549","nomalurus","peli]]''"
"2550","nomalurus","derbianus]]''"
"2551","nomalurus","pusillus]]''"
"2552","diurus","zenkeri]]''"
"2553","diurus","macrotis]]''"
"2554","enkerella","insignis]]''"
"2555","edetes","capensis]]''"
"2556","plodontia","rufa]]''"
"2557","atufa","affinis]]''"
"2558","atufa","bicolor]]''"
"2559","atufa","indica]]''"
"2560","atufa","macroura]]''"
"2561","ciurillus","pusillus]]''"
"2562","icrosciurus","alfari]]''"
"2563","icrosciurus","flaviventer]]''"
"2564","icrosciurus","mimulus]]''"
"2565","icrosciurus","santanderensis]]''"
"2566","heithrosciurus","macrotis]]''"
