continent	status	order	family	genus	species	mass	reference
AF	extant	Chiroptera	Vespertilionidae	Scotophilus	leucogaster	20.2	153
AF	extant	Chiroptera	Vespertilionidae	Scotophilus	nigrita	101	153
AF	extant	Chiroptera	Vespertilionidae	Scotophilus	nux	30	153
AF	extant	Chiroptera	Vespertilionidae	Scotophilus	viridis	19.6	153
AF	extant	Hyracoidea	Procaviidae	Dendrohyrax	validus	2430	-999
AF	extant	Hyracoidea	Procaviidae	Dendrohyrax	arboreus	2950	65
AF	extant	Hyracoidea	Procaviidae	Dendrohyrax	dorsalis	3175	68
AF	extant	Hyracoidea	Procaviidae	Heterohyrax	antineae	-999	-999
AF	extant	Hyracoidea	Procaviidae	Heterohyrax	brucei	2625	65
AF	extant	Hyracoidea	Procaviidae	Procavia	capensis	3030	60
AF	extant	Insectivora	Chrysochloridae	Amblysomus	gunningi	-999	-999
AF	extant	Insectivora	Chrysochloridae	Amblysomus	hottentotus	67.9	60
AF	extant	Insectivora	Chrysochloridae	Amblysomus	iris	44	60
AF	extant	Insectivora	Chrysochloridae	Amblysomus	julianae	22	60
AF	extant	Insectivora	Chrysochloridae	Calcochloris	obtusirostris	24.1	60, 129
AF	extant	Insectivora	Chrysochloridae	Chlorotalpa	duthieae	-999	-999
AF	extant	Insectivora	Chrysochloridae	Chlorotalpa	leucorhina	-999	-999
AF	extant	Insectivora	Chrysochloridae	Chlorotalpa	tytonis	-999	-999
AF	extant	Insectivora	Chrysochloridae	Chlorotalpa	sclateri	42	113
AF	extant	Insectivora	Chrysochloridae	Chlorotalpa	arendsi	52.4	60, 129
AF	extant	Insectivora	Chrysochloridae	Chrysochloris	visagiei	-999	-999
AF	extant	Insectivora	Chrysochloridae	Chrysochloris	asiatica	49	60
AF	extant	Insectivora	Chrysochloridae	Chrysochloris	stuhlmanni	39.8	60
AF	extant	Insectivora	Chrysochloridae	Chrysospalax	trevelyani	426.5	60
AF	extant	Insectivora	Chrysochloridae	Chrysospalax	villosus	119.9	60, 129
AF	extant	Insectivora	Chrysochloridae	Cryptochloris	wintoni	-999	-999
AF	extant	Insectivora	Chrysochloridae	Cryptochloris	zyli	-999	-999
AF	extant	Insectivora	Chrysochloridae	Eremitalpa	granti	26.1	60
AF	extant	Insectivora	Erinaceidae	Atelerix	sclateri	-999	-999
AF	extant	Insectivora	Erinaceidae	Atelerix	frontalis	309.5	60
AF	extant	Insectivora	Erinaceidae	Atelerix	albiventris	600	65
AF	extant	Insectivora	Erinaceidae	Atelerix	algirus	1250	65
AF	extant	Insectivora	Erinaceidae	Hemiechinus	aethiopicus	188	60
AF	extant	Insectivora	Erinaceidae	Hemiechinus	hypomelas	213	60
AF	extant	Insectivora	Soricidae	Congosorex	polli	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	aleksandrisi	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	allex	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	ansellorum	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	attila	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	baileyi	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	batesi	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	bottegoides	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	buettikoferi	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	caliginea	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	cinderella	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	congobelgica	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	crenata	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	desperata	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	eisentrauti	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	erica	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	fischeri	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	floweri	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	glassi	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	goliath	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	grassei	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	greenwoodi	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	harenna	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	kivuana	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	lamottei	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	lanosa	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	latona	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	lucina	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	ludia	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	macarthuri	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	macmillani	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	macowi	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	manengubae	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	muricauda	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	mutesae	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	nana	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	nigripes	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	nigrofusca	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	nimbae	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	obscurior	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	parvipes	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	phaeura	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	picea	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	pitmani	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	polia	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	roosevelti	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	selina	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	smithii	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	stenocephala	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	suaveolens	5	-999
AF	extant	Insectivora	Soricidae	Crocidura	tansaniana	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	tarella	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	telfordi	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	thalia	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	thomensis	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	voi	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	xantippe	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	zaphiri	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	zarudnyi	-999	-999
AF	extant	Insectivora	Soricidae	Crocidura	nigricans	20	56
AF	extant	Insectivora	Soricidae	Crocidura	bottegi	3.5	60
AF	extant	Insectivora	Soricidae	Crocidura	crossei	8	60
AF	extant	Insectivora	Soricidae	Crocidura	cyanea	9.1	60
AF	extant	Insectivora	Soricidae	Crocidura	dolichura	5.5	60
AF	extant	Insectivora	Soricidae	Crocidura	douceti	4.3	60
AF	extant	Insectivora	Soricidae	Crocidura	foxi	21	60
AF	extant	Insectivora	Soricidae	Crocidura	fulvastra	10	60
AF	extant	Insectivora	Soricidae	Crocidura	fuscomurina	5.8	60
AF	extant	Insectivora	Soricidae	Crocidura	gracilipes	6.7	60
AF	extant	Insectivora	Soricidae	Crocidura	grandiceps	23	60
AF	extant	Insectivora	Soricidae	Crocidura	longipes	19.3	60
AF	extant	Insectivora	Soricidae	Crocidura	lusitania	2	60
AF	extant	Insectivora	Soricidae	Crocidura	mariquensis	10.3	60
AF	extant	Insectivora	Soricidae	Crocidura	planiceps	2.5	60
AF	extant	Insectivora	Soricidae	Crocidura	poensis	16.7	60
AF	extant	Insectivora	Soricidae	Crocidura	russula	6.4	60
AF	extant	Insectivora	Soricidae	Crocidura	silacea	7	60
AF	extant	Insectivora	Soricidae	Crocidura	somalica	11.5	60
AF	extant	Insectivora	Soricidae	Crocidura	tarfayensis	6.5	60
AF	extant	Insectivora	Soricidae	Crocidura	theresae	17.6	60
AF	extant	Insectivora	Soricidae	Crocidura	viaria	17	60
AF	extant	Insectivora	Soricidae	Crocidura	whitakeri	5.5	60
AF	extant	Insectivora	Soricidae	Crocidura	wimmeri	23.5	60
AF	extant	Insectivora	Soricidae	Crocidura	yankariensis	5	60
AF	extant	Insectivora	Soricidae	Crocidura	maquassiensis	6	106
AF	extant	Insectivora	Soricidae	Crocidura	denti	7	108
AF	extant	Insectivora	Soricidae	Crocidura	elgonius	6.5	108
AF	extant	Insectivora	Soricidae	Crocidura	jacksoni	7	108
AF	extant	Insectivora	Soricidae	Crocidura	littoralis	16	108
AF	extant	Insectivora	Soricidae	Crocidura	luna	14.5	108
AF	extant	Insectivora	Soricidae	Crocidura	monax	16	108
AF	extant	Insectivora	Soricidae	Crocidura	montis	14.5	108
AF	extant	Insectivora	Soricidae	Crocidura	nanilla	6.5	108
AF	extant	Insectivora	Soricidae	Crocidura	niobe	16	108
AF	extant	Insectivora	Soricidae	Crocidura	pasha	6.5	108
AF	extant	Insectivora	Soricidae	Crocidura	raineyi	14.5	108
AF	extant	Insectivora	Soricidae	Crocidura	turba	14.5	108
AF	extant	Insectivora	Soricidae	Crocidura	ultima	16	108
AF	extant	Insectivora	Soricidae	Crocidura	zimmeri	14.5	108
AF	extant	Insectivora	Soricidae	Crocidura	usambarae	9.7	124
AF	extant	Insectivora	Soricidae	Crocidura	nigeriae	23	130
AF	extant	Insectivora	Soricidae	Crocidura	flavescens	28.5	60, 129
AF	extant	Insectivora	Soricidae	Crocidura	hirta	15.8	60, 129
AF	extant	Insectivora	Soricidae	Crocidura	fumosa	14.5	63, 70
AF	extant	Insectivora	Soricidae	Crocidura	hildegardeae	9.5	63, 70
AF	extant	Insectivora	Soricidae	Crocidura	maurisca	14	63, 70
AF	extant	Insectivora	Soricidae	Crocidura	olivieri	50.8	63, 70
AF	extant	Insectivora	Soricidae	Crocidura	religiosa	7	63, 70
AF	extant	Insectivora	Soricidae	Myosorex	babaulti	-999	-999
AF	extant	Insectivora	Soricidae	Myosorex	blarina	-999	-999
AF	extant	Insectivora	Soricidae	Myosorex	eisentrauti	-999	-999
AF	extant	Insectivora	Soricidae	Myosorex	longicaudatus	-999	-999
AF	extant	Insectivora	Soricidae	Myosorex	okuensis	-999	-999
AF	extant	Insectivora	Soricidae	Myosorex	rumpii	-999	-999
AF	extant	Insectivora	Soricidae	Myosorex	schalleri	-999	-999
AF	extant	Insectivora	Soricidae	Myosorex	sclateri	-999	-999
AF	extant	Insectivora	Soricidae	Myosorex	tenuis	-999	-999
AF	extant	Insectivora	Soricidae	Myosorex	cafer	12.3	60
AF	extant	Insectivora	Soricidae	Myosorex	varius	11.4	60
AF	extant	Insectivora	Soricidae	Myosorex	geata	9.4	126
AF	extant	Insectivora	Soricidae	Paracrocidura	graueri	-999	-999
AF	extant	Insectivora	Soricidae	Paracrocidura	maxima	-999	-999
AF	extant	Insectivora	Soricidae	Paracrocidura	schoutedeni	15	140
AF	extant	Insectivora	Soricidae	Ruwenzorisorex	suncoides	18.2	56
AF	extant	Insectivora	Soricidae	Scutisorex	somereni	91.5	63, 70
AF	extant	Insectivora	Soricidae	Suncus	murinus	86.7	56
AF	extant	Insectivora	Soricidae	Suncus	infinitesimus	4.4	60
AF	extant	Insectivora	Soricidae	Suncus	lixus	8	60
AF	extant	Insectivora	Soricidae	Suncus	remyi	4	60
AF	extant	Insectivora	Soricidae	Suncus	varilla	5	60
AF	extant	Insectivora	Soricidae	Suncus	etruscus	1.8	64
AF	extant	Insectivora	Soricidae	Surdisorex	norae	9	70
AF	extant	Insectivora	Soricidae	Surdisorex	polulus	9	70
AF	extant	Insectivora	Soricidae	Sylvisorex	granti	-999	-999
AF	extant	Insectivora	Soricidae	Sylvisorex	howelli	-999	-999
AF	extant	Insectivora	Soricidae	Sylvisorex	isabellae	-999	-999
AF	extant	Insectivora	Soricidae	Sylvisorex	johnstoni	-999	-999
AF	extant	Insectivora	Soricidae	Sylvisorex	morio	-999	-999
AF	extant	Insectivora	Soricidae	Sylvisorex	ollula	-999	-999
AF	extant	Insectivora	Soricidae	Sylvisorex	oriundus	-999	-999
AF	extant	Insectivora	Soricidae	Sylvisorex	lunaris	18.5	60
AF	extant	Insectivora	Soricidae	Sylvisorex	vulcanorum	3.5	60
AF	extant	Insectivora	Soricidae	Sylvisorex	megalura	5.3	63, 70
AF	extant	Insectivora	Tenrecidae	Micropotamogale	ruwenzorii	98.5	60
AF	extant	Insectivora	Tenrecidae	Micropotamogale	lamottei	69.6	68
AF	extant	Insectivora	Tenrecidae	Potamogale	velox	660	60
AF	extant	Lagomorpha	Leporidae	Bunolagus	monticularis	1750	65
AF	extant	Lagomorpha	Leporidae	Lepus	fagani	-999	-999
AF	extant	Lagomorpha	Leporidae	Lepus	capensis	1775	60
AF	extant	Lagomorpha	Leporidae	Lepus	saxatilis	2225	60
AF	extant	Lagomorpha	Leporidae	Lepus	starcki	2750	70
AF	extant	Lagomorpha	Leporidae	Lepus	victoriae	1750	116
AF	extant	Lagomorpha	Leporidae	Oryctolagus	cuniculus	2150	65
AF	extant	Lagomorpha	Leporidae	Poelagus	marjorita	2500	63, 70
AF	extant	Lagomorpha	Leporidae	Pronolagus	crassicaudatus	2230	60
AF	extant	Lagomorpha	Leporidae	Pronolagus	randensis	2335	60
AF	extant	Lagomorpha	Leporidae	Pronolagus	rupestris	2250	63, 70
AF	extant	Macroscelidea	Macroscelididae	Elephantulus	fuscus	-999	-999
AF	extant	Macroscelidea	Macroscelididae	Elephantulus	brachyrhynchus	47.5	60
AF	extant	Macroscelidea	Macroscelididae	Elephantulus	edwardii	48	60
AF	extant	Macroscelidea	Macroscelididae	Elephantulus	fuscipes	57	60
AF	extant	Macroscelidea	Macroscelididae	Elephantulus	intufi	49.5	60
AF	extant	Macroscelidea	Macroscelididae	Elephantulus	myurus	52.4	60
AF	extant	Macroscelidea	Macroscelididae	Elephantulus	rozeti	48	60
AF	extant	Macroscelidea	Macroscelididae	Elephantulus	rupestris	66.4	60
AF	extant	Macroscelidea	Macroscelididae	Elephantulus	revoili	32.5	65
AF	extant	Macroscelidea	Macroscelididae	Elephantulus	rufescens	37.5	63, 70
AF	extant	Macroscelidea	Macroscelididae	Macroscelides	proboscideus	38.2	60
AF	extant	Macroscelidea	Macroscelididae	Petrodromus	tetradactylus	187.5	60
AF	extant	Macroscelidea	Macroscelididae	Rhynchocyon	chrysopygus	540	56
AF	extant	Macroscelidea	Macroscelididae	Rhynchocyon	cirnei	490	60
AF	extant	Macroscelidea	Macroscelididae	Rhynchocyon	petersi	424	70
AF	extant	Perissodactyla	Equidae	Equus	asinus	164998.5	60
AF	extant	Perissodactyla	Equidae	Equus	zebra	286998.7	60
AF	extant	Perissodactyla	Equidae	Equus	burchellii	276000	68
AF	extant	Perissodactyla	Equidae	Equus	caballus	250000	148
AF	extant	Perissodactyla	Equidae	Equus	grevyi	407999.8	63, 70
AF	extinct	Perissodactyla	Equidae	Equus	capensis	350000	2, 7
AF	historical	Perissodactyla	Equidae	Equus	quagga	400000	8
AF	extinct	Perissodactyla	Equidae	Hipparion	libycum	150000	1, 7
AF	extant	Perissodactyla	Rhinocerotidae	Ceratotherium	simum	2949986.3	63, 70
AF	extant	Perissodactyla	Rhinocerotidae	Diceros	bicornis	1180510.9	63, 70
AF	extinct	Perissodactyla	Rhinocerotidae	Stephanorhinus	kirchbergensis 	2000000	2, 9, 10
AF	extant	Pholidota	Manidae	Manis	temminckii	7179.9	60
AF	extant	Pholidota	Manidae	Manis	tetradactyla	2750	60
AF	extant	Pholidota	Manidae	Manis	tricuspis	2100	139
AF	extant	Pholidota	Manidae	Manis	gigantea	32999.7	63, 70
AF	extant	Primates	Cercopithecidae	Allenopithecus	nigroviridis	4750	56
AF	extant	Primates	Cercopithecidae	Cercocebus	galeritus	7835	60
AF	extant	Primates	Cercopithecidae	Cercocebus	torquatus	7750	65
AF	extant	Primates	Cercopithecidae	Cercocebus	agilis	8000	70
AF	extant	Primates	Cercopithecidae	Cercopithecus	campbelli	4100	60
AF	extant	Primates	Cercopithecidae	Cercopithecus	cephus	3485	60
AF	extant	Primates	Cercopithecidae	Cercopithecus	neglectus	5480	60
AF	extant	Primates	Cercopithecidae	Cercopithecus	nictitans	5410	60
AF	extant	Primates	Cercopithecidae	Cercopithecus	pogonias	3765	60
AF	extant	Primates	Cercopithecidae	Cercopithecus	diana	4175	65
AF	extant	Primates	Cercopithecidae	Cercopithecus	erythrogaster	2500	65
AF	extant	Primates	Cercopithecidae	Cercopithecus	erythrotis	3255	65
AF	extant	Primates	Cercopithecidae	Cercopithecus	lhoesti	5375	65
AF	extant	Primates	Cercopithecidae	Cercopithecus	mitis	5000	65
AF	extant	Primates	Cercopithecidae	Cercopithecus	mona	4625	65
AF	extant	Primates	Cercopithecidae	Cercopithecus	petaurista	2775	65
AF	extant	Primates	Cercopithecidae	Cercopithecus	dryas	3075	70
AF	extant	Primates	Cercopithecidae	Cercopithecus	hamlyni	6875	70
AF	extant	Primates	Cercopithecidae	Cercopithecus	preussi	5250	70
AF	extant	Primates	Cercopithecidae	Cercopithecus	sclateri	3375	70
AF	extant	Primates	Cercopithecidae	Cercopithecus	solatus	6500	70
AF	extant	Primates	Cercopithecidae	Cercopithecus	wolfi	4000	70
AF	extant	Primates	Cercopithecidae	Cercopithecus	ascanius	3550	74
AF	extant	Primates	Cercopithecidae	Chlorocebus	aethiops	4155	74
AF	extant	Primates	Cercopithecidae	Colobus	guereza	10200	60
AF	extant	Primates	Cercopithecidae	Colobus	polykomos	9834.9	60
AF	extant	Primates	Cercopithecidae	Colobus	satanas	4320	60
AF	extant	Primates	Cercopithecidae	Colobus	angolensis	9850	74
AF	extant	Primates	Cercopithecidae	Erythrocebus	patas	7269.9	60
AF	extant	Primates	Cercopithecidae	Lophocebus	albigena	7690.1	60
AF	extant	Primates	Cercopithecidae	Macaca	sylvanus	7000	65
AF	extant	Primates	Cercopithecidae	Mandrillus	sphinx	18249.9	60
AF	extant	Primates	Cercopithecidae	Mandrillus	leucophaeus	15000	65
AF	extant	Primates	Cercopithecidae	Miopithecus	talapoin	1250	60
AF	extant	Primates	Cercopithecidae	Papio	hamadryas	21250.1	65
AF	extant	Primates	Cercopithecidae	Procolobus	badius	8999.9	-999
AF	extant	Primates	Cercopithecidae	Procolobus	verus	4000	65
AF	extant	Primates	Cercopithecidae	Procolobus	preussi	9750	70
AF	extant	Primates	Cercopithecidae	Procolobus	rufomitratus	8000	70
AF	extant	Primates	Cercopithecidae	Procolobus	pennantii	10896	107
AF	extant	Primates	Cercopithecidae	Theropithecus	gelada	17049.8	60
AF	extant	Primates	Galagonidae	Euoticus	elegantulus	300	60
AF	extant	Primates	Galagonidae	Euoticus	pallidus	230	70
AF	extant	Primates	Galagonidae	Galago	alleni	260	60
AF	extant	Primates	Galagonidae	Galago	senegalensis	153	60
AF	extant	Primates	Galagonidae	Galago	gallarum	250	70
AF	extant	Primates	Galagonidae	Galago	matschiei	210	70
AF	extant	Primates	Galagonidae	Galago	moholi	160	70
AF	extant	Primates	Galagonidae	Galagoides	zanzibaricus	100.5	56
AF	extant	Primates	Galagonidae	Galagoides	demidoff	61	60
AF	extant	Primates	Galagonidae	Otolemur	garnettii	760	70
AF	extant	Primates	Galagonidae	Otolemur	crassicaudatus	1500	75
AF	extant	Primates	Hominidae	Gorilla	gorilla	124251	60
AF	extant	Primates	Hominidae	Pan	paniscus	34000.1	60
AF	extant	Primates	Hominidae	Pan	troglodytes	44999.7	60
AF	extant	Primates	Loridae	Arctocebus	calabarensis	210	60
AF	extant	Primates	Loridae	Arctocebus	aureus	235	70
AF	extant	Primates	Loridae	Perodicticus	potto	1100	60
AF	extinct	Proboscidea	Elephantidae	Elephas	iolensis	6500000	11, 12
AF	extant	Proboscidea	Elephantidae	Loxodonta	africana	3940034.3	63, 70
AF	extant	Rodentia	Anomaluridae	Anomalurus	beecrofti	389	60
AF	extant	Rodentia	Anomaluridae	Anomalurus	pelii	1770	60
AF	extant	Rodentia	Anomaluridae	Anomalurus	derbianus	650	65
AF	extant	Rodentia	Anomaluridae	Anomalurus	pusillus	250	70
AF	extant	Rodentia	Anomaluridae	Idiurus	macrotis	30	70
AF	extant	Rodentia	Anomaluridae	Idiurus	zenkeri	100	116
AF	extant	Rodentia	Anomaluridae	Zenkerella	insignis	200	70
AF	extant	Rodentia	Bathyergidae	Bathyergus	suillus	625	60
AF	extant	Rodentia	Bathyergidae	Bathyergus	janetta	332	68
AF	extant	Rodentia	Bathyergidae	Cryptomys	bocagei	94	-999
AF	extant	Rodentia	Bathyergidae	Cryptomys	foxi	-999	-999
AF	extant	Rodentia	Bathyergidae	Cryptomys	mechowi	272	-999
AF	extant	Rodentia	Bathyergidae	Cryptomys	zechi	-999	-999
AF	extant	Rodentia	Bathyergidae	Cryptomys	damarensis	76	60
AF	extant	Rodentia	Bathyergidae	Cryptomys	hottentotus	126.5	129
AF	extant	Rodentia	Bathyergidae	Cryptomys	ochraceocinereus	200	63, 70
AF	extant	Rodentia	Bathyergidae	Georychus	capensis	239.3	60, 129
AF	extant	Rodentia	Bathyergidae	Heliophobius	argenteocinereus	181	60
AF	extant	Rodentia	Bathyergidae	Heterocephalus	glaber	55	63, 70
AF	extant	Rodentia	Ctenodactylidae	Ctenodactylus	gundi	289	68
AF	extant	Rodentia	Ctenodactylidae	Ctenodactylus	vali	175	75
AF	extant	Rodentia	Ctenodactylidae	Felovia	vae	205	70
AF	extant	Rodentia	Ctenodactylidae	Pectinator	spekei	160	70
AF	extant	Rodentia	Dipodidae	Allactaga	tetradactyla	52	68
AF	extant	Rodentia	Dipodidae	Jaculus	orientalis	138	60
AF	extant	Rodentia	Dipodidae	Jaculus	jaculus	56.6	60, 128
AF	extant	Rodentia	Hystricidae	Atherurus	africanus	1934	135
AF	extant	Rodentia	Hystricidae	Hystrix	cristata	20000	60
AF	extant	Rodentia	Hystricidae	Hystrix	africaeaustralis	14936	60, 129
AF	extant	Rodentia	Muridae	Acomys	cineraceus	-999	-999
AF	extant	Rodentia	Muridae	Acomys	ignitus	-999	-999
AF	extant	Rodentia	Muridae	Acomys	mullah	-999	-999
AF	extant	Rodentia	Muridae	Acomys	louisae	20.2	60
AF	extant	Rodentia	Muridae	Acomys	spinosissimus	26.5	60
AF	extant	Rodentia	Muridae	Acomys	wilsoni	18.5	60
AF	extant	Rodentia	Muridae	Acomys	kempi	22	109
AF	extant	Rodentia	Muridae	Acomys	percivali	22	109
AF	extant	Rodentia	Muridae	Acomys	subspinosus	21	129, 135
AF	extant	Rodentia	Muridae	Acomys	russatus	49.7	60, 128
AF	extant	Rodentia	Muridae	Acomys	cahirinus	38.7	60, 128, 130
AF	extant	Rodentia	Muridae	Aethomys	bocagei	-999	-999
AF	extant	Rodentia	Muridae	Aethomys	nyikae	-999	-999
AF	extant	Rodentia	Muridae	Aethomys	silindensis	-999	-999
AF	extant	Rodentia	Muridae	Aethomys	stannarius	-999	-999
AF	extant	Rodentia	Muridae	Aethomys	thomasi	-999	-999
AF	extant	Rodentia	Muridae	Aethomys	namaquensis	48.8	60
AF	extant	Rodentia	Muridae	Aethomys	granti	40	106
AF	extant	Rodentia	Muridae	Aethomys	chrysophilus	72.4	129
AF	extant	Rodentia	Muridae	Aethomys	kaiseri	90	63, 70
AF	extant	Rodentia	Muridae	Aethomys	hindei	100	63, 70, 135
AF	extant	Rodentia	Muridae	Ammodillus	imbellis	50	70
AF	extant	Rodentia	Muridae	Apodemus	sylvaticus	21.5	70
AF	extant	Rodentia	Muridae	Arvicanthis	nairobae	-999	-999
AF	extant	Rodentia	Muridae	Arvicanthis	somalicus	-999	-999
AF	extant	Rodentia	Muridae	Arvicanthis	abyssinicus	77.1	60
AF	extant	Rodentia	Muridae	Arvicanthis	blicki	128	60
AF	extant	Rodentia	Muridae	Arvicanthis	niloticus	138.8	128
AF	extant	Rodentia	Muridae	Beamys	major	-999	-999
AF	extant	Rodentia	Muridae	Beamys	hindei	75.8	125
AF	extant	Rodentia	Muridae	Colomys	goslingi	62.5	116
AF	extant	Rodentia	Muridae	Cricetomys	emini	1300	60
AF	extant	Rodentia	Muridae	Cricetomys	gambianus	1285	125, 129
AF	extant	Rodentia	Muridae	Dasymys	foxi	-999	-999
AF	extant	Rodentia	Muridae	Dasymys	montanus	-999	-999
AF	extant	Rodentia	Muridae	Dasymys	nudipes	-999	-999
AF	extant	Rodentia	Muridae	Dasymys	rufulus	-999	-999
AF	extant	Rodentia	Muridae	Dasymys	incomtus	127.8	129
AF	extant	Rodentia	Muridae	Delanymys	brooksi	5	63, 70
AF	extant	Rodentia	Muridae	Dendromus	insignis	-999	-999
AF	extant	Rodentia	Muridae	Dendromus	kahuziensis	-999	-999
AF	extant	Rodentia	Muridae	Dendromus	kivu	-999	-999
AF	extant	Rodentia	Muridae	Dendromus	messorius	-999	-999
AF	extant	Rodentia	Muridae	Dendromus	oreas	-999	-999
AF	extant	Rodentia	Muridae	Dendromus	vernayi	-999	-999
AF	extant	Rodentia	Muridae	Dendromus	lovati	12	60
AF	extant	Rodentia	Muridae	Dendromus	mystacalis	7.6	60
AF	extant	Rodentia	Muridae	Dendromus	melanotis	9.1	113, 129
AF	extant	Rodentia	Muridae	Dendromus	mesomelas	10.2	125, 129
AF	extant	Rodentia	Muridae	Dendromus	nyikae	15	63, 70
AF	extant	Rodentia	Muridae	Dendroprionomys	rousseloti	-999	-999
AF	extant	Rodentia	Muridae	Deomys	ferrugineus	62	135
AF	extant	Rodentia	Muridae	Dephomys	defua	43	60
AF	extant	Rodentia	Muridae	Dephomys	eburnea	52.5	70
AF	extant	Rodentia	Muridae	Desmodilliscus	braueri	10	56
